EFF_YEAR,RESPONSIBLE_DISTRICT,COUNTY,MAINT_SECTION,TX_SIGNED_HIGHWAY_RDBD_ID,TX_BEG_REF_MARKER_NBR,TX_BEG_REF_MRKR_DISP,TX_END_REF_MARKER_NBR,TX_END_REF_MARKER_DISP,TX_LENGTH,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_IRI_LEFT_SCORE,TX_IRI_RIGHT_SCORE,TX_IRI_AVERAGE_SCORE,BROAD_PAV_TYPE,DETAILED_PAV_TYPE,TX_RTG_CYCLE_ID,TX_VISUAL_LANE_CODE,TX_AADT_CURRENT,TX_TRUCK_AADT_PCT,TX_NUMBER_THRU_LANES,TX_CURRENT_18KIP_MEAS,TX_SPEED_LIMIT_MAX,TX_MAINTENANCE_COST_AMT,TX_TOTL_SURF_RDWAY_WIDTH_MEAS,TX_ATHWLD_100_LBS
1996,4,191,405,1,90,0.3,90,0.8,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,1,90,0.8,91,0.0,0.2,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,1,91,0.0,91,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,1,91,0.5,92,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,1,92,0.0,92,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,1,92,0.5,93,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,1,93,0.0,93,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,1,93,0.5,94,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,1,94,0.0,94,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,94,0.5,95,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,95,0.0,95,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,95,0.5,96,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,96,0.0,96,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,96,0.5,97,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,97,0.0,97,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,97,0.5,98,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,98,0.0,98,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,98,0.5,99,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,99,0.0,99,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,99,0.5,100,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,100,0.0,100,0.5,0.5,0.0,73.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,100,0.5,101,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,101,0.0,101,0.5,0.5,0.0,92.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,101,0.5,102,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,102,0.0,102,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,102,0.5,103,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,103,0.0,103,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,103,0.5,104,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,1,104,0.0,104,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,104,0.5,105,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,105,0.0,105,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,105,0.5,106,0.0,0.5,0.0,89.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,106,0.0,106,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,106,0.5,107,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,1,107,0.0,107,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,2980,23.3,2,3995.0,65.0,,24,118.0
1996,4,191,405,1,107,0.5,108,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,2980,23.3,2,3995.0,65.0,,24,118.0
1996,4,191,405,1,108,0.0,108,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,2980,23.3,2,3995.0,65.0,,24,118.0
1996,4,191,405,1,108,0.5,108,0.9,0.4,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,108,0.9,109,0.0,0.2,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,109,0.0,109,0.5,0.5,0.0,99.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,109,0.5,109,0.7,0.2,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,109,0.7,110,0.0,0.2,100.0,100.0,3.7,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,110,0.0,110,0.4,0.4,100.0,100.0,3.5,0.0,0.0,0.0,2,1,1,1.0,3055,23.0,2,4043.0,65.0,,24,118.0
1996,4,191,405,1,110,0.4,111,0.0,0.6,100.0,100.0,3.9,0.0,0.0,0.0,2,1,1,1.0,11115,12.7,2,7374.0,65.0,,24,120.0
1996,4,191,405,1,111,0.0,111,0.5,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,11115,12.7,2,7374.0,65.0,,24,120.0
1996,4,191,405,2,90,0.3,90,0.8,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,2,90,0.8,91,0.0,0.2,100.0,100.0,4.4,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,2,91,0.0,91,0.5,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,2,91,0.5,92,0.0,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,3040,23.1,2,4041.0,65.0,,24,118.0
1996,4,191,405,2,92,0.0,92,0.5,0.5,100.0,100.0,4.5,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,2,92,0.5,93,0.0,0.5,100.0,100.0,4.7,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,2,93,0.0,93,0.5,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,2,93,0.5,94,0.0,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3150,22.7,2,4115.0,65.0,,24,118.0
1996,4,191,405,2,94,0.0,94,0.5,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,94,0.5,95,0.0,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,95,0.0,95,0.5,0.5,100.0,100.0,4.7,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,95,0.5,96,0.0,0.5,89.0,89.0,4.0,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,96,0.0,96,0.5,0.5,100.0,100.0,4.5,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,96,0.5,97,0.0,0.5,100.0,100.0,4.4,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,97,0.0,97,0.5,0.5,100.0,100.0,4.4,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,97,0.5,98,0.0,0.5,100.0,100.0,4.7,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,98,0.0,98,0.5,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,98,0.5,99,0.0,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,99,0.0,99,0.5,0.5,100.0,100.0,4.2,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,99,0.5,100,0.0,0.5,100.0,100.0,4.2,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,100,0.0,100,0.5,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,100,0.5,101,0.0,0.5,100.0,100.0,4.5,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,101,0.0,101,0.5,0.5,100.0,100.0,4.4,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,101,0.5,102,0.0,0.5,100.0,100.0,4.3,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,102,0.0,102,0.5,0.5,99.0,99.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,102,0.5,103,0.0,0.5,100.0,100.0,4.8,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,103,0.0,103,0.5,0.5,100.0,100.0,4.6,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,103,0.5,104,0.0,0.5,100.0,100.0,4.8,0.0,0.0,0.0,2,1,1,1.0,3160,22.6,2,4111.0,65.0,,24,118.0
1996,4,191,405,2,104,0.0,104,0.5,0.5,100.0,100.0,4.5,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
1996,4,191,405,2,104,0.5,105,0.0,0.5,100.0,100.0,4.5,0.0,0.0,0.0,2,1,1,1.0,3015,23.1,2,4008.0,65.0,,24,118.0
